author,book,original,adapted
Зощенко,Не надо врать,"А в то время у меня был хронический насморк, и я плохо слышал одним ухом и поэтому с трудом разбирал то, что они мне подсказывали.","А в это время у меня был насморк, и я плохо слышал одним ухом и поэтому с трудом понимал то, что они мне подсказывали."
Зощенко,Не надо врать,Еще первые строчки я кое-как произнес. ,Ещё первые строчки я кое-как проговорил.
Зощенко,Не надо врать,Но когда дело дошло до фразы: «Крест под облаками как свеча горит».,Но когда дело дошло до фразы: “Крест под облаками как свеча горит”.
Зощенко,Не надо врать,Я сказал: «Треск под сапогами как свеча болит».,Я сказал: “Треск под сапогами как свеча болит”.
Зощенко,Не надо врать,Тут раздался хохот среди учеников.,Тут все ученики засмеялись. 
Зощенко,Не надо врать,И учитель тоже засмеялся.,И учитель тоже засмеялся.
Зощенко,Не надо врать,"Он сказал:— А ну-ка, дай сюда свой дневник!",Он сказал: — Дай мне свой дневник!
Зощенко,Не надо врать,Я тебе туда единицу поставлю.,Я тебе единицу поставлю.
Зощенко,Не надо врать,"И я заплакал, потому что это была моя первая единица и я еще не знал, что за это бывает.","И я заплакал, потому что это была моя первая единица."
Зощенко,Не надо врать,"После уроков моя сестренка Леля зашла за мной, чтобы вместе идти домой.","После уроков моя сестрёнка Лёля зашла за мной, чтобы вместе идти домой."
Зощенко,Не надо врать,"По дороге я достал из ранца дневник, развернул его на той странице, где была поставлена единица, и сказал Леле: — Леля, погляди, что это такое?","По дороге я достал из ранца дневник, открыл его на той странице, где была поставлена единица, и сказал Лёле: — Лёля, погляди, что это такое?"
Зощенко,Не надо врать,Это мне учитель поставил за стихотворение «Весело сияет месяц над селом».,Это мне учитель поставил за стихотворение “Весело сияет месяц над селом”.
Акунин,Левиафан,"В Порт-Саиде на борт ""Левиафана"" поднялся новый пассажир, занявший номер восемнадцатый, последнюю вакантную каюту первого класса",В Порт-Саиде на «Левиафан» сел последний пассажир первого класса.
Акунин,Левиафан,У комиссара Гюстава Гоша сразу улучшилось настроение.,Настроение у комиссара Гоша стало лучше.
Акунин,Левиафан,"Он выглядел многообещающе: сдержанные и неторопливые движения, непроницаемое выражение красивого лица - на первый взгляд вроде бы совсем молодого, но когда объект снял котелок, неожиданно обнаружились виски с проседью.","Так... Спокоен, красив, кажется, очень молод, но есть седые волосы."
Акунин,Левиафан,"Сразу видно - с характером и, что называется, с прошлым, — подумал о нём Гош. ","С характером и с прошлым, — подумал о нём Гош. "
Акунин,Левиафан,"Пассажир шел по трапу, помахивая портпледом, а потные грузчики волокли изрядный багаж: дорогие скрипучие чемоданы, добротные саквояжи свиной кожи, объемистые связки с книгами и даже складной велосипед.","За пассажиром внесли багаж: дорогие чемоданы, большие сумки, книги, даже велосипед."
Акунин,Левиафан,"Сердце Гоша, старой ищейки, затрепетало от охотничьего азарта, когда у новенького не оказалось золотого значка - ни на шелковом лацкане щегольского летнего пальто, ни на пиджаке, ни на цепочке от часов.","«На пальто пассажира нет золотого значка! Хорошо! Похоже, это он!» — обрадовался Гош."
Акунин,Левиафан,"Впервые золотой значок Гош увидел на рю де Гренель, когда осматривал бренные останки лорда Литтлби.","Первый раз Гош увидел золотой значок на улице Гренель, когда осматривал спальню."
Акунин,Левиафан,Маленький золотой значок с буквами «JAP» был в руке Литтлби.,Маленький золотой значок с буквами «JAP» был в руке Литтлби.
Акунин,Левиафан,"Вечером того же дня комиссар выяснил, что в канун первого плавания ""Левиафана"" Лондонский монетный двор отчеканил золотые и серебряные памятные значки: золотые для пассажиров первого класса и старших офицеров судна, серебряные - для пассажиров второго класса и субалтернов.","Вечером того же дня комиссар узнал, что такие значки недавно сделаны для пассажиров нового большого корабля «Левиафан»: золотые — для пассажиров первого класса и старших офицеров, серебряные — для пассажиров второго класса."
Акунин,Левиафан,"Третий класс на роскошном корабле, где достижения современной техники сочетались с небывалым комфортом, не предусматривался вовсе.",А третьего класса на этом дорогом корабле просто не было.
Акунин,Левиафан,"Ещё Гош узнал, что 19 марта «Левиафан» уходит из Англии через Порт Саид, Суэцкий канал, Найден и Бомбей в Калькутту.","Ещё Гош узнал, что 19 марта «Левиафан» уходит из Англии через Порт Саид, Суэцкий канал, Найден и Бомбей в Калькутту."
Акунин,Левиафан,"Проще картофельного супа, — подумал комиссар Гош.","Задача нетрудная, — подумал комиссар Гош."
Акунин,Левиафан,"Надо подняться на пароход и посмотреть, у кого из пассажиров первого класса нет золотого значка.",Надо найти пассажира “Левиафана” без золотого значка. 
Акунин,Левиафан,"Убийцу будет ждать тюрьма, а меня — известность!","Убийцу будет ждать тюрьма, а меня — известность!"
Акунин,Левиафан,"Выяснилось, что на чертовом пароходище целых 132 пассажира и 10 старших офицеров.","Правда, в первом классе было 132 пассажира, а старших офицеров 10."
Акунин,Левиафан,"Все началось с того, что утром 19 марта пошёл дождь.","Все началось с того, что утром 19 марта пошёл дождь."
Акунин,Левиафан,"Нахохлившийся от сырого ветра, замотанный в теплое кашне комиссар стоял возле трапа, рядом с капитаном мистером Джосайей Клиффом и первым лейтенантом мсье Шарлем Ренье.","Капитан Клифф, его первый помощник лейтенант Шарль Ренье и комиссар Гош встречали пассажиров."
Акунин,Левиафан,Духовой оркестр попеременно играл английские и французские марши.,Играла музыка.
Акунин,Левиафан,"Гош пыхтел все яростней, грызя ни в чем не повинную трубку.","Гош курил, настроение у комиссара было ужасное."
Акунин,Левиафан,"Дождь ... увы - из-за холодной погоды все пассажиры были в плащах, пальто, шинелях, капотах.",Дождь... Все пассажиры в пальто.
Акунин,Левиафан,"Поди-ка разбери, у кого есть значок, а у кого нет?","Как узнать, у кого нет значка?"
Акунин,Левиафан,"Одно хорошо: все, кто должен был присоединиться в Саутгемптоне, оказались на месте и сели на корабль.",Одно хорошо: они сели на корабль.
Акунин,Левиафан,"""Значит преступник на пароход все-таки прибыл и, видно, считает полицейских полными идиотами.""  — думал комиссар.","""Значит, преступник здесь и решил, что полицейские — полные идиоты!"" — думал комиссар."
Акунин,Левиафан,"Через несколько часов обнаружилось, что у всех офицеров значки были на месте, но зато безэмблемных пассажиров было целых четверо, притом двое женского пола!","Через несколько часов он уже знал, что у всех офицеров есть значки, а у 4 пассажиров (двух мужчин и двух женщин) их нет."
Акунин,Левиафан,Женщины...,Женщины...
Акунин,Левиафан,"С другой стороны комиссару как опытнейшему специалисту по уголовным делам было отлично известно, что в состоянии аффекта либо истерического возбуждения самая слабая дамочка способна совершать истинные чудеса и сделать то, чего не может сделать большой и сильный мужчина!","Известно, что иногда даже самая слабая женщина может сделать то, чего не может сделать большой и сильный мужчина!"
Акунин,Левиафан,"Так или иначе, расследование обещало затянуться, и комиссар Гош проявил свою всегдашнюю обстоятельность.","Гош понял, что он не сможет быстро найти преступника. "
Акунин,Левиафан,"Тут необходимо пояснить, что из соображений приватности и уюта особы, путешествующие первым классом, должны были столоваться не в огромном обеденном зале вместе с шестьюстами носителями демократичных серебряных китов, а были расписаны по комфортабельным ""салонам"" на 10 человек, каждый из которых носил собственное название и имел вид великосветской гостиной: хрустальные светильники, мореный дуб и красное,дерево, бархатные стулья, ослепительное столовое серебро, напудренные официанты и расторопные стюарды.","Завтраки, обеды и ужины для пассажиров первого класса были организованы в небольших удобных гостиных на 10 человек."
Акунин,Левиафан,"Комиссар попросил капитана Клиффа сделать так, чтобы в гостиной «Виндзор» за столом сидели те пассажиры, которые его интересовали: четыре человека без значков и просто необычные люди, чтобы глаз с них, голубчиков, не спускать.","Комиссар попросил капитана Клиффа сделать так, чтобы в гостиной «Виндзор» за столом сидели те пассажиры, которые его интересовали: четыре человека без значков и просто необычные люди."
Акунин,Левиафан,"Усадить во главу стола самого капитана, как планировал Гош, не получилось и он прислал своего помощника Ренье.",Сам капитан не захотел быть в такой компании и прислал своего помощника Ренье.
Акунин,Левиафан,"Он сразу пришелся комиссару Гошу не по душе: лицо загорелое, обожженное ветрами, а говорит сладенько, черные волосы блестят от бриллиантина, усишки нафабрены в две закорючки.",Помощник не очень понравился Гошу. 
Акунин,Левиафан,"Шут гороховый и сладкий красавец, а не морской офицер.","Сладкий красавец, а не офицер."
Акунин,Левиафан,С момента отплытия миновало двенадцать дней.,Корабль был в море уже двенадцать дней.
Акунин,Левиафан,"За это время комиссар успел хорошенько приглядеться к соседям по салону, обучился светским манерам (то есть не курить во время трапезы и не собирать подливу коркой хлеба), более или менее усвоил сложную географию плавучего города, притерпелся к качке - а к цели так и не приблизился.","За это время комиссар стал похож на настоящего аристократа (не курил во время еды и не чистил тарелку хлебом) и уже хорошо знал и корабль, и соседей по столу."
Акунин,Левиафан,В гостиной «Виндзор» собрался самый разный народ.,В гостиной «Виндзор» собрались разные люди.
Акунин,Левиафан,"Вот, например, Реджинальд Милфорд Стоукс.",Вот Реджинальд Милфорд Стоукс.
Акунин,Левиафан,Английский аристократ.,Английский аристократ.
Акунин,Левиафан,На вид лет двадцать восемь - тридцать.,Лет двадцать восемь – тридцать.
Акунин,Левиафан,"Тощий, рыжий, с растрепанными бакенбардами.","Худой, волосы рыжие."
Акунин,Левиафан,"Ведет себя странно: то таращит зеленые глазищи куда-то вдаль и на вопросы не отвечает, то вдруг оживится и понесет ни к селу ни к городу про остров Таити, про коралловые рифы, про изумрудные лагуны и хижины с крышами из пальмовых листьев. ","Странный: то вопросы не слышит, то начинает говорить что-то непонятное: остров Таити, синее море... "
Акунин,Левиафан,Явный психопат.,Нервный.
Акунин,Левиафан,"Зачем баронету, отпрыску богатого семейства, ехать на край света, в какую-то Океанию на Таити?","Зачем ему, такому богатому человеку, ехать на Таити?"
Акунин,Левиафан,Чего он там не видал?,Чего он там не видел?
Акунин,Левиафан,"Вопрос об отсутствующем значке - между прочим, заданный дважды - чертов аристократ проигнорировал.","Два раза комиссар спрашивал его о золотом значке, и он два раза ничего не ответил."
Акунин,Левиафан," Второй - мсье Гинтаро Аоно, ""японский дворянин"" (так написано в пассажирском регистре).","Второй — господин Гинтаро Аоно, японский аристократ."
Акунин,Левиафан,"Азиат как азиат: невысокий, сухонький, не поймешь какого возраста, с жидкими усиками, колючие глазки в щелочку.","Невысокий, сколько лет — непонятно, маленькие усы."
Акунин,Левиафан,За столом в основном помалкивает.,За столом обычно молчит. 
Акунин,Левиафан,Говорить о себе не хочет.,Говорить о себе не хочет.
Акунин,Левиафан,"На вопрос о занятиях, смутившись, пробормотал: ""офицер императорской армии"".","Правда, сказал, что он — офицер. "
Акунин,Левиафан,"На вопрос о значке смутился еще больше, обжег комиссара ненавидящим взглядом и, извинившись, выскочил за дверь.","Когда Гош спросил его о значке, он быстро встал и куда то убежал."
Акунин,Левиафан,Вообще же дикарь дикарем.,А вообще очень странный.
Акунин,Левиафан,"В салоне обмахивается ярким бумажным веером, будто педераст из развеселых притонов за рю Риволи; по палубе разгуливает в деревянных шлепанцах, хлопчатом халате и вовсе без панталонов.","В руках у него бумажный веер, как у женщины, по кораблю ходит в странной обуви, халате и без брюк. "
Акунин,Левиафан,Теперь женщины.,Теперь женщины.
Акунин,Левиафан,Мадам Рената Клебер.,Госпожа Рената Клебер. 
Акунин,Левиафан,Молоденькая.,Очень молодая.
Акунин,Левиафан,Жена швейцарского банковского служащего в Калькутте.,"Её муж швейцарец, работает в банке в Калькутте."
Акунин,Левиафан,Она едет к нему.,Она едет к нему.
Акунин,Левиафан,"За двенадцать дней успела досмерти надоесть комиссару болтовней о своем драгоценном здоровье, вышиванием чепчиков, будущем ребенке и прочей подобной ерундой.","Всё время только и говорит, что о своём здоровье и о своём будущем ребёнке."
Акунин,Левиафан,"Разумеется, Гош улучил момент и спросил, где эмблема, а швейцарка захлопала ясными глазенками, пожаловалась, что вечно все теряет.","Гош спросил, где ее значок, а она сказала, что никогда ничего не может найти."
Акунин,Левиафан,Несерьезная.,Несерьезная.
Акунин,Левиафан,"Вот ко второй даме, мисс Клариссе Стамп, бывалый сыщик приглядывался куда как заинтересованней.",Вот вторая дама — Кларисса Стамп — интереснее.
Акунин,Левиафан,"Тут что-то в ней, кажется, было нечисто.",Что-то в ней не так.
Акунин,Левиафан,"Вроде бы англичанка и англичанка, ничего особенного: скучные белесые волосы, не первой молодости, манеры тихие, чинные.","Обычная англичанка: волосы светлые, немолодая, тихая."
Акунин,Левиафан,Но в водянистых глазах нет-нет да и промелькнет этакая чертовщинка.,Но глаза горят.
Акунин,Левиафан,И ещё.,И ещё.
Акунин,Левиафан,"Платья и костюмы у мисс Стамп дорогие, новехонькие, по последней парижской моде, сумочка из черепахи (видел такую в витрине на Елисейских полях - триста пятьдесят франков), а записную книжечку достала - старая, дешевенькая, из простой писчебумажной лавки. ",Платья и костюмы у неё самые модные.
Акунин,Левиафан,Вещи тоже.,Вещи тоже.
Акунин,Левиафан,"И что любопытно: новые вещи у этой Клариссы Стамп все сплошь дорогие, а старые плохонькие и самого низкого качества.","Но вот что странно: все её новые вещи — очень дорогие, а старые — очень дешёвые."
Акунин,Левиафан,"— А что это вы, сударыня, золотого значка ни разу не наденете?  — спросил её Гош.",— А почему вы никогда не носите ваш золотой значок? — спросил её Гош.
Акунин,Левиафан,И что вы думаете она ответила?,И что вы думаете она ответила?
Акунин,Левиафан,— Как не ношу?,— Как не ношу?
Акунин,Левиафан,Надевала уже.,Ношу.
Акунин,Левиафан,Вы просто не видели.,Вы просто не видели.
Акунин,Левиафан,«А уж это неправда!» — подумал Гош.,«Врет!» — подумал Гош.
Акунин,Левиафан,У других пассажиров гостиной «Виндзор» значки были.,У других пассажиров гостиной «Виндзор» значки были.
Акунин,Левиафан,"Перво-наперво потребовал от капитана, чтобы к ""Виндзору"" приписали главного корабельного врача мсье Труффо (медик, укольных дел мастер).",Первый — главный врач корабля господин Трюффо (он умеет делать уколы!).
Акунин,Левиафан, Вместе с врачом пришлось выделить место его супруге.,Доктор плывёт с женой.
Акунин,Левиафан,"Доктор всего две недели как женился и решил совместить полезное с приятным, то есть службу с медовым месяцем.",Они поженились всего две недели назад.
Акунин,Левиафан,"Госпожа Трюффо - постная, неулыбчивая англичанка, избранница пароходного эскулапа, казалась вдвое старше своих двадцати пяти лет и нагоняла на Гоша смертельную тоску, как впрочем, и большинство ее соотечественниц.",Госпожа Трюффо — англичанка.
Акунин,Левиафан,"Рот она раскрывала редко и не улыбалась, поскольку французского не знала, а разговоры в салоне, слава Богу, в основном велись именно на этом благородном наречии.","Она никогда не улыбается и очень мало разговаривает, потому что не понимает по-французски."
Акунин,Левиафан,Еще комиссар усмотрел в регистре корабля некоего индолога-археолога.,Ещё комиссар нашел на корабле одного ученого индолога.
Акунин,Левиафан,Энтони Ф. Свитчайлд.,Энтони Ф. Свитчайлд.
Акунин,Левиафан,Мистер Свитчайлд был долговязый штырь в круглых очках и с козлиной бороденкой.,"Высокий, в очках, с небольшой бородой."
Акунин,Левиафан,В первый же ужин сам завел разговор об Индии и все время говорил о ней.,Может всё время говорить об Индии.
Акунин,Левиафан,После трапезы Гош отвел профессора в сторонку и осторожно повернул беседу к коллекции лорда Литтлби: — Что вы думаете о коллекции Литтлби?,Как-то Гош спросил его: — Что вы думаете о коллекции Литтлби?
Акунин,Левиафан,"— Литтлби никогда не был профессионалом, и его коллекция тоже непрофессиональна.","— Литтлби никогда не был профессионалом, и его коллекция тоже непрофессиональна."
Акунин,Левиафан,"Мол, единственная настоящая ценность там - золотой Шива.",Одна интересная вещь — золотой Шива.
Акунин,Левиафан,"Хорошо, что он отыскался сам по себе.","Хорошо, что он нашелся сам."
Акунин,Левиафан,"Французская полиция, как известно, умеет только взятки брать и никогда бы не нашла его.",Французские полицейские никогда не нашли бы его.
Акунин,Левиафан,Они умеют только взятки брать! — ответил Свитчайлд.,Они только деньги умеют брать! — ответил Свитчайлд.
Акунин,Левиафан,"При этом многолетнее чутье подсказывало комиссару Гошу, что он тянет пустышку, нет среди всей этой публики настоящего фигуранта и ему надо плыть дальше, до Калькутты. ","Комиссар Гош чувствовал, что нет среди них преступника и ему надо плыть дальше, до Калькутты. "
Акунин,Левиафан,"Коллеги поднимут на смех, начальство станет тыкать в нос поездочкой в первом классе за казенный счет.","Если он не найдет преступника, его коллеги, конечно, будут смеяться."
Акунин,Левиафан,Не турнули бы на пенсию раньше срока...,"А может быть, надо будет и раньше уйти на пенсию..."
Акунин,Смерть Ахиллеса,"Едва утренний петербургский поезд, еще толком не вынырнув из клубов паровозного дыма, остановился у перрона Николаевского вокзала, едва кондукторы откинули лесенки и взяли под козырек, как из вагона первого класса на платформу спрыгнул молодой человек весьма примечательной наружности.","Как только утренний петербургский поезд остановился у перрона Николаевского вокзала Москвы, из вагона первого класса вышел молодой человек."
Акунин,Смерть Ахиллеса,"Он словно сошел с картинки парижского журнала, воспевающего моды летнего сезона 1882 года: светло-песочный чесучовый костюм, широкополая шляпа итальянской соломки, остроносые туфли с белыми гамашами и серебряными кнопками, в руке — изящная тросточка с серебряным же набалдашником.","Казалось, он сошел с картинки парижского модного журнала летнего сезона 1882-го года: светлый костюм, шляпа, модные туфли, в руке — тросточка."
Акунин,Смерть Ахиллеса,"Однако внимание привлекал не столько щегольской наряд пассажира, сколько импозантная, можно даже сказать, эффектная внешность.","Однако все обращали внимание не столько на модную одежду пассажира, сколько на его эффектную внешность."
Акунин,Смерть Ахиллеса,"Молодой человек был высок, строен, широкоплеч, на мир смотрел ясными голубыми глазами, ему необычайно шли тонкие подкрученные усики, а черные, аккуратно причесанные волосы имели странную особенность — интригующе серебрились на висках.","Молодой человек был высокий, стройный, брюнет с голубыми глазами, и, что было странно и даже интригующе, его чёрные волосы серебрились на висках."
Акунин,Смерть Ахиллеса,"Носильщики споро выгрузили принадлежавший молодому человеку багаж, который заслуживает отдельного описания.","Носильщики вынесли из вагона багаж молодого человека, который был тоже не совсем обычный: конечно, там были чемоданы и саквояжи, но еще велосипед, гимнастические гири и связки книг на разных языках."
Акунин,Смерть Ахиллеса,"Последним из вагона спустился низенький, кривоногий азиат плотного телосложения с чрезвычайно важным толстощеким лицом.",Последним из вагона вышел маленький азиат.
Акунин,Смерть Ахиллеса,"Он был одет в зеленую ливрею, очень плохо сочетавшуюся с деревянными сандалиями на ремешках и цветастым бумажным веером, что свисал на шелковом шнурке с его шеи. ","Он был одет в зелёный костюм, какие носят слуги, а на ногах у него была деревянная обувь."
Акунин,Смерть Ахиллеса,"На пассажиров со столичного поезда уже налетели извозчики, по большей части из числа приписанных к московским гостиницам.","К пассажирам столичного поезда подбежали извозчики, которые, конечно же, работали на московские гостиницы."
Акунин,Смерть Ахиллеса,"В бой за красавца-брюнета, смотревшегося завидным клиентом, вступили лихачи из четырех гостиниц, что считались в первопрестольной самыми шикарными — «Метрополя», «Лоскутной», «Дрездена» и «Дюссо».","Красавец-брюнет был хорошим клиентом, поэтому к нему подошли сразу 4 извозчика из самых дорогих гостиниц Москвы — «Метрополя», «Лоскутной», «Дрездена» и «Дюссо»."
Акунин,Смерть Ахиллеса,— А вот в «Метрополь» пожалуйте!,— А вот в «Метрополь» пожалуйте!
Акунин,Смерть Ахиллеса,Новейший отель!,Новейшая гостиница!
Акунин,Смерть Ахиллеса,По истинно европейскому обычаю!,Как в Европе!
Акунин,Смерть Ахиллеса,А для китайца вашего при нумере особая каморка имеется!,И для вашего китайца найдется комната рядом с вашим номером!
Акунин,Смерть Ахиллеса,"— Это не к-китаец, а японец, — объяснил молодой человек, причем обнаружилось, что он слегка заикается.","— Это не к-китаец, а японец, — объяснил молодой человек, и стало понятно, что он немного заикается."
Акунин,Смерть Ахиллеса,"— И я бы желал, чтобы он поселился вместе со мной.","— Кроме того, мы будем жить с ним в одном номере."
Акунин,Смерть Ахиллеса,"— Так извольте к нам, в «Лоскутную»! — оттеснил конкурента плечом второй извозчик.","— Тогда пожалуйте к нам, в «Лоскутную»! — закричал конкурент."
Акунин,Смерть Ахиллеса,"— В «Лоскутной» я когда-то останавливался, — сообщил молодой человек.","— В «Лоскутной» я когда-то останавливался, — сообщил молодой человек."
Акунин,Смерть Ахиллеса,— Хорошая гостница.,— Хорошая гостиница.
Акунин,Смерть Ахиллеса,"— Зачем вам, барин, энтот муравейник, — вступил в схватку третий извозчик.","— Зачем вам, сударь, этот шумный муравейник, — сказал третий извозчик."
Акунин,Смерть Ахиллеса,"— У нас в «Дрездене» тишь, благолепие, и окошки прямо на Тверскую, на дом князя-губернатора.","— У нас в «Дрездене» тишина, окна на Тверскую улицу, на дом князя-губернатора."
Акунин,Смерть Ахиллеса,Пассажир заинтересовался: — В самом деле?, — В самом деле? — заинтересовался пассажир.
Акунин,Смерть Ахиллеса,— Это очень удобно.,— Это очень удобно.
Акунин,Смерть Ахиллеса,"Я, видите ли, как раз должен служить у его сиятельства.",Я же буду служить у губернатора.
Акунин,Смерть Ахиллеса,Пожалуй…,"Пожалуй, я…"
Акунин,Смерть Ахиллеса,"— Эх, сударь! — вскричал последний из кучеров, молодой франт в малиновой жилетке, с набриолиненным до зеркального блеска пробором.","— Эх, сударь! — закричал последний из извозчиков. "
Акунин,Смерть Ахиллеса,"— У Дюссо все наилучшие писатели останавливались — и  Достоевский, и граф Толстой, и сам господин Крестовский.","— В нашем «Дюссо» все самые лучшие писатели останавливались — и Достоевский, и граф Толстой!"
Акунин,Смерть Ахиллеса,Красавец-брюнет ахнул: — Неужто граф Толстой?,Неужели граф Толстой? — ахнул красавец-брюнет.
Акунин,Смерть Ахиллеса,— А как же?,— А как же?
Акунин,Смерть Ахиллеса," А как же, чуть в Москву пожалуют, так первым делом к нам-с! — уловка гостиничного психолога-извозчика, обратившего внимание на связки с книгами, удалась.","Как только в Москву приедут, так сразу к нам! — извозчик — психолог, он, конечно, обратил внимание на связки книг в багаже молодого человека и понял, что выиграл."
Акунин,Смерть Ахиллеса,"Он уже подхватил два чемодана и деловито прикрикнул на японца. — Ходя-ходя, твоя за мной носи!","Он быстро взял два чемодана и крикнул на японца: — Ходя-ходя, твоя за мной носи! "
Акунин,Смерть Ахиллеса,"— Ну к Дюссо, так к Дюссо, — пожал плечами молодой человек.","— Ну в «Дюссо», так в «Дюссо», — сказал молодой человек."
Акунин,Смерть Ахиллеса,"Он еще не ведал, что это его решение станет первым звеном в роковой цепочке последующих событий.","Он ещё не знал, что это его решение будет первым звеном в роковой цепочке будущих событий."
Акунин,Смерть Ахиллеса,"— Ах, Маса, как Москва-то переменилась, — все повторял по-японски красавчик, беспрестанно вертясь на кожаном сиденье пролетки.","— Ах, Маса, как Москва изменилась! — всё время повторял по-японски молодой человек. "
Акунин,Смерть Ахиллеса,— Прямо не узнать. ,— Я ничего здесь не узнаю!
Акунин,Смерть Ахиллеса,"Но Маса, которого полностью звали Масахиро Сабата, думал о другом, поэтому он сказал: — Я вам вот что, господин, скажу.","Но Маса, которого полностью звали Масахиро Сабата, думал о другом, поэтому он сказал: — Я вам вот что, господин, скажу."
Акунин,Смерть Ахиллеса,"Как только прибудем на постоялый двор, надо будет поскорей куртизанку вызвать к вам, и чтоб непременно первого разряда, а мне можно третьего.","Как только приедем в гостиницу, надо сразу вызвать вам дорогую проститутку, а мне можно недорогую."
Акунин,Смерть Ахиллеса,Тут хорошие женщины. ,Тут хорошие женщины. 
Акунин,Смерть Ахиллеса,"Высокие, толстые.","Высокие, толстые."
Акунин,Смерть Ахиллеса,Гораздо лучше японок. ,Гораздо лучше японок. 
Акунин,Смерть Ахиллеса,— Отстань ты со своей ерундой!,— Не говори ерунду!
